ID,Category,Question,Option A,Option B,Option C,Option D,Correct Answer
673,2020-2023 Season Records,What was the Green Bay Packers' record in 2020?,13-3,14-2,12-4,15-1,13-3
675,2020-2023 Season Records,What was the Tampa Bay Buccaneers' record in 2021?,13-4,14-3,12-5,15-2,13-4
677,2020-2023 Season Records,What was the Kansas City Chiefs' record in 2022?,14-3,13-4,15-2,12-5,14-3
679,2020-2023 Season Records,What was the San Francisco 49ers' record in 2023?,12-5,13-4,14-3,11-6,12-5
681,Defensive Standouts 2020-2023,Who led the NFL in sacks in 2020?,Aaron Donald,Chris Paul,Khalil Mack,J.J. Watt,Aaron Donald
682,Defensive Standouts 2020-2023,How many sacks did Aaron Donald have in 2020?,13.5,12,15,11,13.5
683,Defensive Standouts 2020-2023,Who led the NFL in sacks in 2021?,T.J. Watt,Micah Parsons,Aaron Donald,Khalil Mack,T.J. Watt
684,Defensive Standouts 2020-2023,How many sacks did T.J. Watt have in 2021?,22.5,20,24,19,22.5
686,Defensive Standouts 2020-2023,Who tied the sacks record with T.J. Watt?,Michael Strahan,Mark Gastineau,Jared Allen,Chris Doleman,Michael Strahan
687,Defensive Standouts 2020-2023,Who led the NFL in sacks in 2022?,Chris Jones,Micah Parsons,Aaron Donald,T.J. Watt,Micah Parsons
688,Defensive Standouts 2020-2023,How many sacks did Micah Parsons have in 2022?,13,12,14,11,13
689,Defensive Standouts 2020-2023,Who led the NFL in sacks in 2023?,Micah Parsons,Aaron Donald,Chris Jones,T.J. Watt,Micah Parsons
690,Defensive Standouts 2020-2023,How many sacks did Micah Parsons have in 2023?,12.5,12,13,11.5,12.5
691,Receiving Leaders 2020-2023,Who led the NFL in receiving yards in 2020?,DeAndre Hopkins,Stefon Diggs,Mike Evans,Travis Kelce,DeAndre Hopkins
692,Receiving Leaders 2020-2023,How many receiving yards did DeAndre Hopkins have in 2020?,"1,104","1,000","1,200",950,"1,104"
693,Receiving Leaders 2020-2023,Who led the NFL in receiving yards in 2021?,Davante Adams,Cooper Kupp,Travis Kelce,Tyreek Hill,Davante Adams
694,Receiving Leaders 2020-2023,How many receiving yards did Davante Adams have in 2021?,"1,553","1,400","1,650","1,300","1,553"
695,Receiving Leaders 2020-2023,Who led the NFL in receiving yards in 2022?,Tyreek Hill,Travis Kelce,Davante Adams,Cooper Kupp,Tyreek Hill
696,Receiving Leaders 2020-2023,How many receiving yards did Tyreek Hill have in 2022?,"1,239","1,100","1,350","1,000","1,239"
697,Receiving Leaders 2020-2023,Who led the NFL in receiving yards in 2023?,Davante Adams,Tyreek Hill,Travis Kelce,Cooper Kupp,Davante Adams
698,Receiving Leaders 2020-2023,How many receiving yards did Davante Adams have in 2023?,"1,596","1,400","1,700","1,300","1,596"
700,Receiving Leaders 2020-2023,How many receiving yards did Cooper Kupp have in 2021?,"1,947","1,800","2,000","1,700","1,947"
702,Notable Playoff Moments 2020-2023,Who did the Tampa Bay Buccaneers beat in the NFC Championship?,Green Bay Packers,New Orleans Saints,Washington,Los Angeles Rams,Green Bay Packers
703,Notable Playoff Moments 2020-2023,What was the score of the NFC Championship game?,31-26,28-24,30-20,35-17,31-26
711,Individual Milestone Records,Who threw the first pass to achieve 600 career TDs?,Tom Brady,Peyton Manning,Brett Favre,Dan Marino,Tom Brady
712,Individual Milestone Records,In what year did Tom Brady achieve 600 career TDs?,2021,2020,2022,2019,2021
714,Individual Milestone Records,Who set the record for most passing yards in a season before 2021?,Peyton Manning,Tom Brady,Dan Marino,Brett Favre,Peyton Manning
715,Individual Milestone Records,How many passing yards did Peyton Manning throw in his record year?,"5,477","5,300","5,600","5,100","5,477"
716,Individual Milestone Records,In what year did Peyton Manning set the passing yards record?,2013,2012,2014,2011,2013
718,Individual Milestone Records,What is Tom Brady's single-season passing yards record?,"5,316","5,300","5,400","5,200","5,316"
720,Individual Milestone Records,What was Aaron Rodgers' highest completion percentage?,70.7%,70.0%,71.5%,69.5%,70.7%
721,Conference Winners 2020-2023,Which team won the AFC East in 2020?,Miami Dolphins,Buffalo Bills,New England Patriots,New York Jets,Miami Dolphins
722,Conference Winners 2020-2023,Which team won the AFC North in 2020?,Baltimore Ravens,Pittsburgh Steelers,Cleveland Browns,Cincinnati Bengals,Baltimore Ravens
723,Conference Winners 2020-2023,Which team won the NFC East in 2020?,Washington Football Team,Philadelphia Eagles,Dallas Cowboys,New York Giants,Washington Football Team
724,Conference Winners 2020-2023,Which team won the NFC West in 2020?,Seattle Seahawks,San Francisco 49ers,Los Angeles Rams,Arizona Cardinals,Seattle Seahawks
725,Conference Winners 2020-2023,Which team won the AFC East in 2021?,Buffalo Bills,New England Patriots,Miami Dolphins,New York Jets,Buffalo Bills
726,Conference Winners 2020-2023,Which team won the NFC East in 2021?,Dallas Cowboys,Washington Football Team,Philadelphia Eagles,New York Giants,Dallas Cowboys
727,Conference Winners 2020-2023,Which team won the AFC West in 2022?,Kansas City Chiefs,Los Angeles Chargers,Las Vegas Raiders,Denver Broncos,Kansas City Chiefs
728,Conference Winners 2020-2023,Which team won the NFC South in 2023?,Tampa Bay Buccaneers,New Orleans Saints,Atlanta Falcons,Carolina Panthers,Tampa Bay Buccaneers
729,Conference Winners 2020-2023,Which team won the AFC South in 2023?,Houston Texans,Indianapolis Colts,Jacksonville Jaguars,Tennessee Titans,Houston Texans
730,Conference Winners 2020-2023,Which team won the NFC North in 2023?,Detroit Lions,Minnesota Vikings,Green Bay Packers,Chicago Bears,Detroit Lions
732,Free Agency & Trades 2020-2023,In what year did Tom Brady sign with Tampa Bay?,2020,2019,2021,2018,2020
735,Free Agency & Trades 2020-2023,Which team did Matthew Stafford get traded to?,Los Angeles Rams,Detroit Lions,Miami Dolphins,Buffalo Bills,Los Angeles Rams
736,Free Agency & Trades 2020-2023,In what year was Matthew Stafford traded?,2021,2020,2022,2019,2021
739,Free Agency & Trades 2020-2023,In what year was Christian McCaffrey traded mid-season?,2022,2021,2023,2020,2022
742,Hall of Fame & Awards 2020-2023,In what year was Peyton Manning inducted?,2023,2022,2024,2021,2023
743,Hall of Fame & Awards 2020-2023,How many Pro Bowls did Peyton Manning make?,14,13,15,12,14
744,Hall of Fame & Awards 2020-2023,How many Super Bowls did Peyton Manning win?,2,1,3,0,2
746,Hall of Fame & Awards 2020-2023,In what year was John Elway inducted?,2004,2005,2003,2002,2004
747,Hall of Fame & Awards 2020-2023,How many Super Bowls did John Elway win?,2,1,3,0,2
750,Hall of Fame & Awards 2020-2023,In what year was Dan Marino inducted?,2005,2004,2006,2003,2005
751,Offensive Legends 2020-2023,How many times did Davante Adams lead the league in receiving yards?,2,1,3,4,2
753,Offensive Legends 2020-2023,How many receiving yards did Travis Kelce have in 2020?,"1,229","1,100","1,350","1,000","1,229"
754,Offensive Legends 2020-2023,How many receiving touchdowns did Travis Kelce have in 2020?,11,10,13,9,11
756,Offensive Legends 2020-2023,How many receiving yards did Mike Evans have in 2020?,"1,006",950,"1,100",850,"1,006"
759,Offensive Legends 2020-2023,In what year did Gronkowski return?,2021,2020,2022,2023,2021
760,Offensive Legends 2020-2023,How many receiving touchdowns did Gronkowski have in 2021?,13,11,15,10,13
761,Running Backs 2020-2023,Who led the NFL in rushing yards in 2020?,Derrick Henry,Aaron Jones,Jonathan Taylor,Dalvin Cook,Derrick Henry
762,Running Backs 2020-2023,How many rushing yards did Derrick Henry have in 2020?,"1,540","1,400","1,650","1,300","1,540"
763,Running Backs 2020-2023,Who led the NFL in rushing yards in 2021?,Jonathan Taylor,Derrick Henry,Aaron Jones,Najee Harris,Jonathan Taylor
764,Running Backs 2020-2023,How many rushing yards did Jonathan Taylor have in 2021?,"1,811","1,700","1,900","1,600","1,811"
765,Running Backs 2020-2023,Who led the NFL in rushing yards in 2022?,Jeff Wilson Jr.,Christian McCaffrey,Nick Chubb,Aaron Jones,Jeff Wilson Jr.
766,Running Backs 2020-2023,How many rushing yards did Jeff Wilson Jr. have in 2022?,"1,025",950,"1,100",850,"1,025"
770,Running Backs 2020-2023,Which team did Derrick Henry play for?,Los Angeles Rams,Tennessee Titans,Pittsburgh Steelers,Dallas Cowboys,Los Angeles Rams
772,Defensive Backs 2020-2023,How many interceptions did Jalen Ramsey have in 2020?,3,2,4,1,3
774,Defensive Backs 2020-2023,When was Sauce Gardner drafted?,2022,2021,2023,2020,2022
775,Defensive Backs 2020-2023,Which team drafted Sauce Gardner?,New York Jets,New York Giants,New England Patriots,Buffalo Bills,New York Jets
778,Defensive Backs 2020-2023,How many interceptions did Xavien Howard have in 2023?,8,6,10,5,8
780,Defensive Backs 2020-2023,In what year was Darrelle Revis inducted?,2023,2022,2024,2021,2023
782,Defensive Line 2020-2023,When did Aaron Donald retire?,March 2024,February 2024,January 2024,April 2023,March 2024
783,Defensive Line 2020-2023,How many career sacks does Aaron Donald have?,111,100,120,95,111
784,Defensive Line 2020-2023,How many Pro Bowls did Aaron Donald make?,8,7,9,6,8
785,Defensive Line 2020-2023,How many All-Pro selections did Aaron Donald have?,8,7,9,6,8
787,Defensive Line 2020-2023,How many sacks did Chris Jones have in 2023?,10.5,9,12,8,10.5
789,Defensive Line 2020-2023,When did J.J. Watt retire?,2023,2022,2024,2021,2023
790,Defensive Line 2020-2023,How many career sacks does J.J. Watt have?,114.5,100,120,110,114.5
792,Linebackers 2020-2023,How many sacks did Micah Parsons have in 2022?,13,12,14,11,13
794,Linebackers 2020-2023,How many tackles did Bobby Wagner have in 2022?,169,150,180,140,169
796,Linebackers 2020-2023,How many tackles did Fred Warner have in 2023?,162,150,175,140,162
800,Linebackers 2020-2023,How many career sacks does Ryan Kerrigan have?,117.5,110,120,105,117.5
802,Special Teams & Kickers 2020-2023,How many field goals did Harrison Butker make in 2022?,33,30,35,28,33
804,Special Teams & Kickers 2020-2023,When did Justin Tucker retire?,2023,2022,2024,2021,2023
805,Special Teams & Kickers 2020-2023,How many career field goals did Justin Tucker make?,413,400,425,390,413
808,Special Teams & Kickers 2020-2023,How many field goals did Matt Gay make in 2022?,29,27,31,25,29
810,Special Teams & Kickers 2020-2023,How many field goals did Greg Joseph make in 2023?,34,32,36,30,34
813,Coaching Changes 2020-2023,Who replaced Bruce Arians?,Todd Bowles,Giff Smith,Byron Leftwich,Kellen Moore,Todd Bowles
816,Coaching Changes 2020-2023,In what year did Sean Payton become Broncos coach?,2023,2022,2024,2021,2023
820,Coaching Changes 2020-2023,In what year did Jim Harbaugh become Chargers coach?,2024,2023,2025,2022,2024
822,Team Turnarounds,What was the Houston Texans' record improvement?,From 3-14 to playoff,From 4-13 to 8-9,From 5-12 to 10-7,From 6-11 to 9-8,From 3-14 to playoff
832,Comebacks & Close Games,How many points behind were the Chiefs at one point?,10,14,7,20,10
840,Comebacks & Close Games,How many field goals did the game go to in Super Bowl LVIII?,2,1,3,None,2
842,Record Breaking Performances,What was Aaron Rodgers' TD to INT ratio in 2020?,48:5,45:5,50:5,40:5,48:5
845,Record Breaking Performances,How many receptions did Christian McCaffrey have in 2023?,80+,70+,90+,60+,80+
876,Unanimous Picks & MVPs,How many MVP votes did Lamar Jackson get in 2023?,49 of 50,48 of 50,50 of 50,47 of 50,49 of 50
892,Notable Transactions & Signings,In what year did OBJ sign with the Rams?,2021,2020,2022,2023,2021
